sutta_uid,name,text
sf259,Waldschmidt 1957d,"WALDSCHMIDT, Ernst 1957d. Das Catuṣpariṣatsūtra, eine Kanonische Lehrschrift über die Begründung der Buddhisti­schen Gemeinde. Text in Sanskrit und Tibetisch, verglichen mit dem Pali nebst einer Übersetzung der chinesischen Entsprechung im Vinaya der Mūlasarvāstivādins. Auf Grund von Turfan-Handschriten herausgegeben und bearbeitet. Teil II. Berlin: Akademie-Verlag = Abhandlungen der Deutschen Akademie der Wissenschaften zu Berlin, Klasse für Sprachen, Literatur und Kunst, 1956/1."
sf260,Waldschmidt 1957d,"WALDSCHMIDT, Ernst 1957d. Das Catuṣpariṣatsūtra, eine Kanonische Lehrschrift über die Begründung der Buddhisti­schen Gemeinde. Text in Sanskrit und Tibetisch, verglichen mit dem Pali nebst einer Übersetzung der chinesischen Entsprechung im Vinaya der Mūlasarvāstivādins. Auf Grund von Turfan-Handschriten herausgegeben und bearbeitet. Teil II. Berlin: Akademie-Verlag = Abhandlungen der Deutschen Akademie der Wissenschaften zu Berlin, Klasse für Sprachen, Literatur und Kunst, 1956/1."
sf261,Waldschmidt 1958,"WALDSCHMIDT, Ernst 1958. Ein Zweites Daśabalasūtra. Mitteilungen des Instituts für Orientfor­schung 6: 382-405. Reprinted 1967 in BECHERT, Heinz (ed.), Ernst Waldschmidt, Von Ceylon bis Turfan, Schriften zur Geschichte, Literatur, Religion und Kunst des indischen Kulturraumes. Festgabe zum 70. Geburtstag am 15. Juli 1967, Göttingen: Vandenhoeck & Ruprecht, 347-370."
sf262,Waldschmidt 1958,"WALDSCHMIDT, Ernst 1958. Ein Zweites Daśabalasūtra. Mitteilungen des Instituts für Orientfor­schung 6: 382-405. Reprinted 1967 in BECHERT, Heinz (ed.), Ernst Waldschmidt, Von Ceylon bis Turfan, Schriften zur Geschichte, Literatur, Religion und Kunst des indischen Kulturraumes. Festgabe zum 70. Geburtstag am 15. Juli 1967, Göttingen: Vandenhoeck & Ruprecht, 347-370."
sf263,Waldschmidt 1958,"WALDSCHMIDT, Ernst 1958. Ein Zweites Daśabalasūtra. Mitteilungen des Instituts für Orientfor­schung 6: 382-405. Reprinted 1967 in BECHERT, Heinz (ed.), Ernst Waldschmidt, Von Ceylon bis Turfan, Schriften zur Geschichte, Literatur, Religion und Kunst des indischen Kulturraumes. Festgabe zum 70. Geburtstag am 15. Juli 1967, Göttingen: Vandenhoeck & Ruprecht, 347-370."
sf264,Waldschmidt 1958,"WALDSCHMIDT, Ernst 1958. Ein Zweites Daśabalasūtra. Mitteilungen des Instituts für Orientfor­schung 6: 382-405. Reprinted 1967 in BECHERT, Heinz (ed.), Ernst Waldschmidt, Von Ceylon bis Turfan, Schriften zur Geschichte, Literatur, Religion und Kunst des indischen Kulturraumes. Festgabe zum 70. Geburtstag am 15. Juli 1967, Göttingen: Vandenhoeck & Ruprecht, 347-370."
sf265,Waldschmidt 1959a,"WALDSCHMIDT, Ernst 1959a. Kleine Brahmi-Schriftrolle. Nachrichten der Akademie der Wissenschaften in Göttingen, Philologisch-Historische Klasse 1959/1: 1-25. Reprinted 1967 in BECHERT, Heinz (ed.), Ernst Waldschmidt, Von Ceylon bis Turfan, Schriften zur Geschichte, Literatur, Religion und Kunst des indischen Kulturraumes. Festgabe zum 70. Geburtstag am 15. Juli 1967, Göttingen: Vandenhoeck & Ruprecht, 371-395."
sf266,Waldschmidt 1959a,"WALDSCHMIDT, Ernst 1959a. Kleine Brahmi-Schriftrolle. Nachrichten der Akademie der Wissenschaften in Göttingen, Philologisch-Historische Klasse 1959/1: 1-25. Reprinted 1967 in BECHERT, Heinz (ed.), Ernst Waldschmidt, Von Ceylon bis Turfan, Schriften zur Geschichte, Literatur, Religion und Kunst des indischen Kulturraumes. Festgabe zum 70. Geburtstag am 15. Juli 1967, Göttingen: Vandenhoeck & Ruprecht, 371-395."
sf267,Waldschmidt 1959a,"WALDSCHMIDT, Ernst 1959a. Kleine Brahmi-Schriftrolle. Nachrichten der Akademie der Wissenschaften in Göttingen, Philologisch-Historische Klasse 1959/1: 1-25. Reprinted 1967 in BECHERT, Heinz (ed.), Ernst Waldschmidt, Von Ceylon bis Turfan, Schriften zur Geschichte, Literatur, Religion und Kunst des indischen Kulturraumes. Festgabe zum 70. Geburtstag am 15. Juli 1967, Göttingen: Vandenhoeck & Ruprecht, 371-395."
sf268,Waldschmidt 1961a,"WALDSCHMIDT, Ernst 1961a. Der Buddha preist die Verehrungswürdigkeit seiner Reliquien. Nachrichten der Akademie der Wissenschaften in Göttingen, Philologisch-Historische Klasse 1961.11: 375-385. Reprinted 1967 in BECHERT, Heinz (ed.), Ernst Waldschmidt, Von Ceylon bis Turfan, Schriften zur Geschichte, Literatur, Religion und Kunst des indischen Kulturraumes. Festgabe zum 70. Geburtstag am 15. Juli 1967, Göttingen: Vandenhoeck & Ruprecht, 417-427."
sf269,Waldschmidt 1961b,"WALDSCHMIDT, Ernst 1961b. Über ein der Turfan-Handschrift TM 361 fälschlich zugeteiltes Sanskritfragment. Ural-Altäische Jahrbücher 33: 199-203. Reprinted 1967 in BECHERT, Heinz (ed.), Ernst Waldschmidt, Von Ceylon bis Turfan, Schriften zur Geschichte, Literatur, Religion und Kunst des indischen Kulturraumes. Festgabe zum 70. Geburtstag am 15. Juli 1967, Göttingen: Vandenhoeck & Ruprecht, 412-416."
sf270,Waldschmidt 1962,"WALDSCHMIDT, Ernst 1962. Das Catuṣpariṣatsūtra, eine Kanonische Lehrschrift über die Begründung der Buddhisti­schen Gemeinde. Text in Sanskrit und Tibetisch, verglichen mit dem Pali nebst einer Übersetzung der chinesischen Entsprechung im Vinaya der Mūlasarvāstivādins. Auf Grund von Turfan-Handschriten herausgegeben und bearbeitet. Teil III. Berlin: Akademie-Verlag = Abhandlungen der Deutschen Akademie der Wissenschaften zu Berlin, Klasse für Sprachen, Literatur und Kunst, 1960/1."
sf272,Waldschmidt 1968a,"WALDSCHMIDT, Ernst 1968a. Drei Fragmente buddhistischer Sūtras aus den Turfan-handschriften. Nachrichten der Akademie der Wissenschaften in Göttingen, Philologisch-Historische Klasse 1968.1, 3-26. Reprinted 1989 in BECHERT, Heinz & KIEFFER-PÜLZ, Petra (eds), Ernst Waldschmidt, Ausgewählte kleine Schriften, Stuttgart: Franz Steiner Verlag, 232-255."
sf273,Waldschmidt 1968a,"WALDSCHMIDT, Ernst 1968a. Drei Fragmente buddhistischer Sūtras aus den Turfan-handschriften. Nachrichten der Akademie der Wissenschaften in Göttingen, Philologisch-Historische Klasse 1968.1, 3-26. Reprinted 1989 in BECHERT, Heinz & KIEFFER-PÜLZ, Petra (eds), Ernst Waldschmidt, Ausgewählte kleine Schriften, Stuttgart: Franz Steiner Verlag, 232-255."
sf274,Waldschmidt 1968b,"WALDSCHMIDT, Ernst 1968b. Ein Beitrag zur Überlieferung vom Sthavira Śroṇa Koṭiviṃśa. In Mélanges d’indianisme. À la mémoire de Louis Renou ( = Publications de l’Institut de Civilisation Indienne, Fasc. 28). Paris: E. de Boccard, 773-787. Reprinted 1989 in BECHERT, Heinz & KIEFFER-PÜLZ, Petra (eds), Ernst Waldschmidt, Ausgewählte kleine Schriften, Stuttgart: Franz Steiner Verlag, 217-231."
sf275,Waldschmidt 1968c,"WALDSCHMIDT, Ernst 1968c. A Note on Names and Surnames of Indra in a Fragment of a Buddhist Canonical Sanskrit Text from Central Asia, Journal of the Bihar Research Society, 54: 33-39. Reprinted 1989 in BECHERT, Heinz & KIEFFER-PÜLZ, Petra (eds), Ernst Waldschmidt, Ausgewählte kleine Schriften, Stuttgart: Franz Steiner Verlag, 256-264."
sf276,Waldschmidt 1970a,"WALDSCHMIDT, Ernst 1970a. Buddha frees the disc of the moon (Candrasūtra). Bulletin of the School of Oriental and African Studies 33: 179-183. Reprinted 1989 in BECHERT, Heinz & KIEFFER-PÜLZ, Petra (eds), Ernst Waldschmidt, Ausgewählte kleine Schriften, Stuttgart: Franz Steiner, 296-301."
sf277,Waldschmidt 1970b,"WALDSCHMIDT, Ernst 1970b. Fragment of a Buddhist Sanskrit text on cosmogony. In Tilakasiri, J. (ed.), Añjali. Papers on Indology and Buddhism. O. H. Vijesekera felicitation volume: 40-45. Peradeniya. Reprinted 1989 in BECHERT, Heinz & KIEFFER-PÜLZ, Petra (eds), Ernst Waldschmidt, Ausgewählte kleine Schriften, Stuttgart: Franz Steiner, 290-295."
sf278,Waldschmidt 1972,"WALDSCHMIDT, Ernst 1972. A contribution to our knowledge of Sthavira Sroṇa Koṭhiviṃśa. In HAZRA, R. C. & BANERJI, S. C. (eds), S. K. De memorial volume, Calcutta, 107-116."
sf279,Waldschmidt 1976,"WALDSCHMIDT, Ernst 1976. “Teufeleien” in den Turfan-Sanskrittexten. In FRANKE, H., HEISSIG, W. &  TREUE, W. (eds), Folia rara, Wolfgang Voigt LXV. diem natalem celebranti: 140-147. Wiesbaden: Franz Steiner. Reprinted 1989 in BECHERT, Heinz & KIEFFER-PÜLZ, Petra (eds), Ernst Waldschmidt, Ausgewählte kleine Schriften, Stuttgart: Franz Steiner, 312-319."
sf280,Waldschmidt 1978,"WALDSCHMIDT, Ernst 1978. Mahāmaudgalyāyana’s sermon on the letting-in and not letting-in (of sensitive influences). Journal of the International Association of Buddhist Studies 1: 25-33. Reprinted 1989 in BECHERT, Heinz & KIEFFER-PÜLZ, Petra (eds), Ernst Waldschmidt, Ausgewählte kleine Schriften, Stuttgart: Franz Steiner, 320-328."
sf281,Waldschmidt 1979,"WALDSCHMIDT, Ernst 1979. The Varṇaśatam. An eulogy of hundred epitheta of Lord Buddha spoken by the gṛhapati Upāli(n). Nachrichten der Akademie der Wissenschaften in Göttingen, Philologisch-Historische Klasse 1979.1: 1-19. Reprinted 1989 in BECHERT, Heinz & KIEFFER-PÜLZ, Petra (eds), Ernst Waldschmidt, Ausgewählte kleine Schriften, Stuttgart: Franz Steiner, 329-345."
sf282,Waldschmidt 1980a,"WALDSCHMIDT, Ernst 1980a. Central Asian sūtra fragments and their relation to the Chinese āgamas. In BECHERT, Heinz (ed.), Die Sprache der ältesten buddhistischen Überlieferung. Göttingen: Vandenhoeck & Ruprecht, 136-174. Reprinted 1989 in BECHERT, Heinz & KIEFFER-PÜLZ, Petra (eds), Ernst Waldschmidt, Ausgewählte kleine Schriften. Stuttgart: Franz Steiner, 370-408."
sf283,Waldschmidt 1980b,"WALDSCHMIDT, Ernst 1980b. The Rāṣṭrapālasūtra in Sanskrit remnants from Central Asia. In Indianisme et Bouddhisme: Mélanges offerts à Mgr. Étienne Lamotte: 359-374. Louvain-la-Neuve: Institut Orientaliste de l’Université Catholique, Reprinted 1989 in BECHERT, Heinz & KIEFFER-PÜLZ, Petra (eds), Ernst Waldschmidt, Ausgewählte kleine Schriften, Stuttgart: Franz Steiner, 346-361."
sf284,Waldschmidt 1980c,"WALDSCHMIDT, Ernst 1980c. On a Sanskrit version of the Verahaccāni Sutta of the Saṃyuttanikāya. Nachrichten der Akademie der Wissenschaften in Göttingen, Philologisch-Historische Klasse 1980.4: 69-76. Reprinted 1989 in BECHERT, Heinz & KIEFFER-PÜLZ, Petra (eds), Ernst Waldschmidt, Ausgewählte kleine Schriften, Stuttgart: Franz Steiner, 362-369."
sf285,Wille 2002,"WILLE, Klaus 2002. Fragments of the Mahāparinirvāṇasūtra. In BRAARVIG, Jens (ed.) Buddhist Manuscripts vol II ( = Manuscripts in the Schøyen Collection III): 17-24. Oslo: Hermes Publishing."
sf286,Wille 2006,"WILLE, Klaus 2006. The Sanskrit Fragments Or. 15003 in the Hoernle Collection. Buddhist Manuscripts from Central Asia, The British Library Sanskrit Frag­ments, S. Karashima et al. (ed.), Tokyo: Soka University, vol. 1 pp 65-153."
sf287,Wille 2006,"WILLE, Klaus 2006. The Sanskrit Fragments Or. 15003 in the Hoernle Collection. Buddhist Manuscripts from Central Asia, The British Library Sanskrit Frag­ments, S. Karashima et al. (ed.), Tokyo: Soka University, vol. 1 pp 65-153."
sf288,Wille 2006,"WILLE, Klaus 2006. The Sanskrit Fragments Or. 15003 in the Hoernle Collection. Buddhist Manuscripts from Central Asia, The British Library Sanskrit Frag­ments, S. Karashima et al. (ed.), Tokyo: Soka University, vol. 1 pp 65-153."
sf289,Wille 2006,"WILLE, Klaus 2006. The Sanskrit Fragments Or. 15003 in the Hoernle Collection. Buddhist Manuscripts from Central Asia, The British Library Sanskrit Frag­ments, S. Karashima et al. (ed.), Tokyo: Soka University, vol. 1 pp 65-153."
sf290,Wille 2006,"WILLE, Klaus 2006. The Sanskrit Fragments Or. 15003 in the Hoernle Collection. Buddhist Manuscripts from Central Asia, The British Library Sanskrit Frag­ments, S. Karashima et al. (ed.), Tokyo: Soka University, vol. 1 pp 65-153."
sf291,Wille 2006,"WILLE, Klaus 2006. The Sanskrit Fragments Or. 15003 in the Hoernle Collection. Buddhist Manuscripts from Central Asia, The British Library Sanskrit Frag­ments, S. Karashima et al. (ed.), Tokyo: Soka University, vol. 1 pp 65-153."
sf292,Wille 2006,"WILLE, Klaus 2006. The Sanskrit Fragments Or. 15003 in the Hoernle Collection. Buddhist Manuscripts from Central Asia, The British Library Sanskrit Frag­ments, S. Karashima et al. (ed.), Tokyo: Soka University, vol. 1 pp 65-153."
sf293,Wille 2006,"WILLE, Klaus 2006. The Sanskrit Fragments Or. 15003 in the Hoernle Collection. Buddhist Manuscripts from Central Asia, The British Library Sanskrit Frag­ments, S. Karashima et al. (ed.), Tokyo: Soka University, vol. 1 pp 65-153."
sf294,Wille 2006,"WILLE, Klaus 2006. The Sanskrit Fragments Or. 15003 in the Hoernle Collection. Buddhist Manuscripts from Central Asia, The British Library Sanskrit Frag­ments, S. Karashima et al. (ed.), Tokyo: Soka University, vol. 1 pp 65-153."
sf295,Wille 2006,"WILLE, Klaus 2006. The Sanskrit Fragments Or. 15003 in the Hoernle Collection. Buddhist Manuscripts from Central Asia, The British Library Sanskrit Frag­ments, S. Karashima et al. (ed.), Tokyo: Soka University, vol. 1 pp 65-153."
sf296,Wille 2006,"WILLE, Klaus 2006. The Sanskrit Fragments Or. 15003 in the Hoernle Collection. Buddhist Manuscripts from Central Asia, The British Library Sanskrit Frag­ments, S. Karashima et al. (ed.), Tokyo: Soka University, vol. 1 pp 65-153."
sf297,Wille 2006,"WILLE, Klaus 2006. The Sanskrit Fragments Or. 15003 in the Hoernle Collection. Buddhist Manuscripts from Central Asia, The British Library Sanskrit Frag­ments, S. Karashima et al. (ed.), Tokyo: Soka University, vol. 1 pp 65-153."
sf298,Wille 2006,"WILLE, Klaus 2006. The Sanskrit Fragments Or. 15003 in the Hoernle Collection. Buddhist Manuscripts from Central Asia, The British Library Sanskrit Frag­ments, S. Karashima et al. (ed.), Tokyo: Soka University, vol. 1 pp 65-153."
sf299,Yamada 1972,"YAMADA, Isshi 1972. \""Anityatāsūtra\"", Journal of Indian and Buddhist Studies [= IBK], 20,2, pp. 996–1001 (30–35)"
